url,text,translated,confidence,bbox
https://electricfireplacesdepot.com/collections/electric-fireboxe-inserts/products/dimplex-revillusion-36-inch-built-in-electric-fireplace-firebox-heater-rbf36,"[[[563, 61], [631, 61], [631, 77], [563, 77]], ""'""]","[[563, 61], [631, 61], [631, 77], [563,77], ""'""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://electricfireplacesdepot.com/collections/electric-fireboxe-inserts/products/dimplex-revillusion-36-inch-built-in-electric-fireplace-firebox-heater-rbf36,"[[[260, 96], [504, 96], [504, 120], [260, 120]], 'Special Offers & New Events']","[[260, 96], [504,96], [504, 120] [260, 120], 'Special Offers & New Citizens']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://electricfireplacesdepot.com/collections/electric-fireboxe-inserts/products/dimplex-revillusion-36-inch-built-in-electric-fireplace-firebox-heater-rbf36,"[[[567, 121], [629, 121], [629, 137], [567, 137]], 'for You']","[[567, 121], [629, 121], [629, 137], [567, 137], 'for You']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://electricfireplacesdepot.com/collections/electric-fireboxe-inserts/products/dimplex-revillusion-36-inch-built-in-electric-fireplace-firebox-heater-rbf36,"[[[13, 143], [185, 143], [185, 157], [13, 157]], 'HOME FIREBOX INSERTS']","[[13, 143], [185, 143], [185, 157], [13, 157], ""HoME FIREBOX INSERTS""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://electricfireplacesdepot.com/collections/electric-fireboxe-inserts/products/dimplex-revillusion-36-inch-built-in-electric-fireplace-firebox-heater-rbf36,"[[[557, 148], [622, 148], [622, 189], [557, 189]], ""' etails? 800""]","[ [""557, 148], [622, 148], [622, 189], [57, 189], ""'Eils? 800""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://electricfireplacesdepot.com/collections/electric-fireboxe-inserts/products/dimplex-revillusion-36-inch-built-in-electric-fireplace-firebox-heater-rbf36,"[[[313, 155], [453, 155], [453, 171], [313, 171]], 'Text: 336-422-0879']","[313, 155] [453,155] [453,171] [13,171], 'Teeth: 336-422-0879']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://electricfireplacesdepot.com/collections/electric-fireboxe-inserts/products/dimplex-revillusion-36-inch-built-in-electric-fireplace-firebox-heater-rbf36,"[[[285, 225], [341, 225], [341, 239], [285, 239]], 'first name']","[[285, 225], [341, 225], [341,239], [285,239], 'frest name']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://electricfireplacesdepot.com/collections/electric-fireboxe-inserts/products/dimplex-revillusion-36-inch-built-in-electric-fireplace-firebox-heater-rbf36,"[[[285, 261], [363, 261], [363, 275], [285, 275]], 'email address']","[[285, 261], [363,261], [363,275], [285,275], 'email address']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://electricfireplacesdepot.com/collections/electric-fireboxe-inserts/products/dimplex-revillusion-36-inch-built-in-electric-fireplace-firebox-heater-rbf36,"[[[565, 261], [603, 261], [603, 275], [565, 275]], ""'""]","[[""565, 261], [603,261], [603,275], [565,275], ""'""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://electricfireplacesdepot.com/collections/electric-fireboxe-inserts/products/dimplex-revillusion-36-inch-built-in-electric-fireplace-firebox-heater-rbf36,"[[[151, 299], [213, 299], [213, 353], [151, 353]], 'Lynn Touchstd Recessel']","[[151, 299], [213,299], [353], [151,353], ""Lynn Touchsdressel""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://electricfireplacesdepot.com/collections/electric-fireboxe-inserts/products/dimplex-revillusion-36-inch-built-in-electric-fireplace-firebox-heater-rbf36,"[[[351, 293], [413, 293], [413, 313], [351, 313]], 'ENTER']","[351,293], 413, 313 [351, 313], and 'ENTER']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://electricfireplacesdepot.com/collections/electric-fireboxe-inserts/products/dimplex-revillusion-36-inch-built-in-electric-fireplace-firebox-heater-rbf36,"[[[278, 327], [491, 327], [491, 346], [278, 346]], 'You are 드ubszrplna rE-eive exclusive offers. ND 드alTi Fal Us 1-820-309-2144']",NDTi Fals 1-820-327-2144.,1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://flattummyco.com/products/flat-tummy-essentials-bundle?variant=15390293786712,"[[[255, 3], [509, 3], [509, 21], [255, 21]], 'FAST & FREE 2-day shipping with Prime.']","[[255,3], [509,3], [509,21], [255,21], 'FAST & FREE 2-day shiping with Prime.]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://flattummyco.com/products/flat-tummy-essentials-bundle?variant=15390293786712,"[[[28, 46], [196, 46], [196, 72], [28, 72]], 'FLATOSTUMMY']","[[28, 46], [196, 46], [196, 72], [28, 72], 'FLASTUMMY']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://flattummyco.com/products/flat-tummy-essentials-bundle?variant=15390293786712,"[[[230, 50], [267, 50], [267, 69], [230, 69]], 'Shop']","[[230, 50], [267, 50], [267, 69], [230, 69], ""Shop""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://flattummyco.com/products/flat-tummy-essentials-bundle?variant=15390293786712,"[[[315, 53], [349, 53], [349, 67], [315, 67]], 'More']","[[315, 53], [349, 53], [349, 67] [315, 67], 'More']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://flattummyco.com/products/flat-tummy-essentials-bundle?variant=15390293786712,"[[[700, 46], [724, 46], [724, 70], [700, 70]], '극']","[[700, 46], [724, 46], [724, 70], [700, 70], ""The Drama""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://flattummyco.com/products/flat-tummy-essentials-bundle?variant=15390293786712,"[[[363, 234], [541, 234], [541, 298], [363, 298]], 'FLATSTUMMY WEIOHT AAAAOE AFH T SHAKES']","[[363,234], [541,234], [541,298], [363,298], 'FLASH MYY WIAHT AFAHOOTE AFAH T SHAKES']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://flattummyco.com/products/flat-tummy-essentials-bundle?variant=15390293786712,"[[[369, 307], [498, 307], [498, 340], [369, 340]], 'IwoightlosinXays UUomrorwrrssreeprulon ricintroivasans']","[[369, 307], [498, 307], [498,340], [369,340], 'IwightlossXays Uurorwrsrer",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://fwreshinc.com/products/shade-shifter-multichrome-nail-polish-0-5-oz-full-sized-bottle,"[[[287, 11], [451, 11], [451, 27], [287, 27]], 'Everyday Sales Shop Now']","[[287, 11], [451, 11], [451, 27], [287, 27], ""Everyday Sales Slip Now""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://fwreshinc.com/products/shade-shifter-multichrome-nail-polish-0-5-oz-full-sized-bottle,"[[[315, 51], [445, 51], [445, 111], [315, 111]], 'Fwresh']","[[315, 51], [455, 51], [445, 111], [315, 111], 'Fwresh']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://fwreshinc.com/products/shade-shifter-multichrome-nail-polish-0-5-oz-full-sized-bottle,"[[[359, 233], [397, 233], [397, 249], [359, 249]], 'Back']","[[359,233], [397,233], [397,249], [359,249], 'Back']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://fwreshinc.com/products/shade-shifter-multichrome-nail-polish-0-5-oz-full-sized-bottle,"[[[428, 293], [635, 293], [635, 394], [428, 394]], 'KBSHIMMER STORE Shade Shift Lic 5(']","[(428,293], 635,394, [428,394], 'KBHIMMER STORE SCHED Shift 5']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://fwreshinc.com/products/shade-shifter-multichrome-nail-polish-0-5-oz-full-sized-bottle,"[[[125, 309], [184, 309], [184, 379], [125, 379]], '0 z']","[[12.5, 309], [184, 309], [184,379], [125,379], '0z']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://fwreshinc.com/products/shade-shifter-multichrome-nail-polish-0-5-oz-full-sized-bottle,"[[[676, 322], [736, 322], [736, 348], [676, 348]], 'Chat']","[[676,322], [736,322], [736,348], [676,348], 'chat']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://fwreshinc.com/products/shade-shifter-multichrome-nail-polish-0-5-oz-full-sized-bottle,"[[[153, 270], [267, 270], [267, 409], [153, 409]], '통']","[[153, 270], [267, 270], [267, 499], [153, 499], 'Top']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://bonescoffee.com/products/strawberry-cheesecake-by-bones-coffee-company-16oz?variant=31049004609,"[[[121, 15], [661, 15], [661, 33], [121, 33]], 'Save2oo withacoflee Subscription No membership fee Commitment Free']","[[191, 15] [661, 15], [661, 33], [12, 33], ""Save2o with acolyssion No Memberche company Free""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://bonescoffee.com/products/strawberry-cheesecake-by-bones-coffee-company-16oz?variant=31049004609,"[[[366, 58], [412, 58], [412, 90], [366, 90]], 'DONEs']","[[366, 58], [412, 58], 412, 90 [366, 90], 'DonEs']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://bonescoffee.com/products/strawberry-cheesecake-by-bones-coffee-company-16oz?variant=31049004609,"[[[195, 122], [546, 122], [546, 171], [195, 171]], 'This website uses cookies to ensure you get the best experience on our website PrivacyPolicy']","[[95, 122], [546,171,], [166, 171], 'is Website uses to ensure you get the best quality on our webs""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://bonescoffee.com/products/strawberry-cheesecake-by-bones-coffee-company-16oz?variant=31049004609,"[[[601, 183], [637, 183], [637, 199], [601, 199]], 'view']","[(601, 183], 637, 183, 637, 199, 601, 199, 'view']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://bonescoffee.com/products/strawberry-cheesecake-by-bones-coffee-company-16oz?variant=31049004609,"[[[598, 210], [740, 210], [740, 267], [598, 267]], 'Lake 120z RED COFFEE']","[[""598, 210], [740, 210], [740,267], [598,267], 'make 120z RED COFE']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://bonescoffee.com/products/strawberry-cheesecake-by-bones-coffee-company-16oz?variant=31049004609,"[[[245, 235], [329, 235], [329, 251], [245, 251]], 'Preferences']","[[[245, 235], [329, 235], [329,251], [245,251], ""preferences""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://bonescoffee.com/products/strawberry-cheesecake-by-bones-coffee-company-16oz?variant=31049004609,"[[[455, 237], [505, 237], [505, 253], [455, 253]], 'Accept']","[[455, 237], [505,237], [505,253], [455,253], 'Accept']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://bonescoffee.com/products/strawberry-cheesecake-by-bones-coffee-company-16oz?variant=31049004609,"[[[497, 341], [599, 341], [599, 357], [497, 357]], 'Medium Roast']","[[497, 341], [599, 341], [599,357], [497,357], 'Medium East']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://chainedandable.com/collections/old-english/products/st-christopher-cut-out-pendant-figaro,"[[[60, 34], [212, 34], [212, 58], [60, 58]], 'CHAINED8ABLE']","[[60, 34], [212, 34], [212, 58], [60, 58], ""CHAINED8ABLE""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://chainedandable.com/collections/old-english/products/st-christopher-cut-out-pendant-figaro,"[[[577, 39], [717, 39], [717, 57], [577, 57]], 'Enter usin요 passward']","[""577, 39,"" 717, 39, [717, 57], ""Enter user, passward""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://chainedandable.com/collections/old-english/products/st-christopher-cut-out-pendant-figaro,"[[[333, 347], [411, 347], [411, 363], [333, 363]], 'Back Soon']","[[33,347], [411,347], [411,363], [333,363], 'Back Soon']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://brightechshop.com/products/ambience-solar-1w?variant=8038410879012,"[[[259, 9], [507, 9], [507, 25], [259, 25]], 'FREE SHIPPING OVER $139 FREE RETURNS']","[[$259,9], [507,9], [507,25], [259,25], 'FREE SHlPlNG OVER $139 FREE RETURNS']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://brightechshop.com/products/ambience-solar-1w?variant=8038410879012,"[[[288, 50], [478, 50], [478, 78], [288, 78]], 'BRIGHTECH']","[[288, 50], [478, 50], [478, 78], [288, 78], ""BRlGHTCH""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://brightechshop.com/products/ambience-solar-1w?variant=8038410879012,"[[[655, 343], [725, 343], [725, 359], [655, 359]], 'support']","[[655, 343], [725, 343], [725,359], [655,359], 'support']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://cokodive.com/collections/kpop/products/young-wild-mang-sweater,"[[[291, 9], [465, 9], [465, 23], [291, 23]], 'Worldwlde ExPRESs Shlpping']","[[291, 9], 465, 9], [465, 23], [291, 23.], 'Worldwlde Exps Schloping']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://cokodive.com/collections/kpop/products/young-wild-mang-sweater,"[[[41, 43], [85, 43], [85, 57], [41, 57]], 'MENU']","[[41, 43], [85, 43], [85, 57], [41, 57], 'MENU']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://cokodive.com/collections/kpop/products/young-wild-mang-sweater,"[[[71, 141], [127, 141], [127, 161], [71, 161]], 'Search']","[[71, 141], [127, 141], [127,161,], [71,161,], ""Sight""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://cokodive.com/collections/kpop/products/young-wild-mang-sweater,"[[[306, 146], [354, 146], [354, 178], [306, 178]], 'COKC']","[[306, 146], [354, 146], [354,178], [306,178], 'OKC']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://cokodive.com/collections/kpop/products/young-wild-mang-sweater,"[[[390, 146], [446, 146], [446, 178], [390, 178]], 'DIVE']","[[390, 146], [446, 146], [446,178], [390,178], ""DlVE""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://cokodive.com/collections/kpop/products/young-wild-mang-sweater,"[[[270, 190], [482, 190], [482, 245], [270, 245]], 'WELCOME TO COKODIVE! 10% OFF']","[[270, 190], [482, 190], [482, 245], [270,245], 'WELCOME TO COKODIVE!",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://cokodive.com/collections/kpop/products/young-wild-mang-sweater,"[[[188, 278], [418, 278], [418, 304], [188, 304]], 'Enter your email address']","[[-188,278], [418,278], [418,304], [188,304], 'inter your email address']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://cokodive.com/collections/kpop/products/young-wild-mang-sweater,"[[[121, 299], [153, 299], [153, 317], [121, 317]], '']","[[121, 299], [153,299], [153,317], [121,317], '']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://cokodive.com/collections/kpop/products/young-wild-mang-sweater,"[[[599, 299], [641, 299], [641, 317], [599, 317]], 'II']","[[599,299], [641,299], [641,317], [599,317], 'II.]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://cokodive.com/collections/kpop/products/young-wild-mang-sweater,"[[[671, 331], [735, 331], [735, 347], [671, 347]], 'Rewards']","[ [671, 331], [735, 331,], [775,347], [671,347], 'Rwards']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://cokodive.com/collections/kpop/products/young-wild-mang-sweater,"[[[316, 338], [436, 338], [436, 362], [316, 362]], 'Get 1o9 Off']","[[316,38], [436,38], [436,362], [316,362], ""Get 1O9 Off""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://kamikoto.com/collections/store/products/kensei-knife-set,"[[[291, 33], [335, 33], [335, 49], [291, 49]], 'Homne']","[[291, 33], [335, 33], [35, 49], [291, 49], 'Homne']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://kamikoto.com/collections/store/products/kensei-knife-set,"[[[357, 33], [397, 33], [397, 49], [357, 49]], 'Store']","[[357, 33], [397, 33], [397, 49], [357, 49], ""Star""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://kamikoto.com/collections/store/products/kensei-knife-set,"[[[417, 33], [477, 33], [477, 49], [417, 49]], 'Reviews']","[[417, 33], [477, 33], [477, 49], [417, 49], 'Reviews']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://kamikoto.com/collections/store/products/kensei-knife-set,"[[[60, 52], [202, 52], [202, 84], [60, 84]], 'kamikoto |체-']","[[60, 52], [202, 52], 202, 84 [60, 84], ""Kamikotosche-""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://kamikoto.com/collections/store/products/kensei-knife-set,"[[[261, 61], [375, 61], [375, 77], [261, 77]], 'About Karnikoto']","[[261, 61], 375, 61, [375,77], [261,77], 'About Carniko']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://kamikoto.com/collections/store/products/kensei-knife-set,"[[[397, 61], [507, 61], [507, 77], [397, 77]], 'Choice of Chefs']","[[397, 61], [507, 61], [507,77], [397,77], 'Couse of Chepes']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://kamikoto.com/collections/store/products/kensei-knife-set,"[[[345, 89], [423, 89], [423, 105], [345, 105]], 'Contact Us']","[[345, 89], [423,89], [423, 105], [345, 105], 'Contact Us']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://kamikoto.com/collections/store/products/kensei-knife-set,"[[[410, 130], [654, 130], [654, 207], [410, 207]], 'Kensei Knife Set Handcrafted Japanese Ibaraki steel blades']","[[410, 130] [654,30] [654, 207] [410, 207] [410], ""Kenzei Knife Set hundred-7]"", ""Kenzei Hannappe Ivarcas""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://kamikoto.com/collections/store/products/kensei-knife-set,"[[[410, 236], [484, 236], [484, 268], [410, 268]], '8295']","[[410,236], [484,236], [484,268], [410,268], '8295']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://kamikoto.com/collections/store/products/kensei-knife-set,"[[[495, 307], [597, 307], [597, 323], [495, 323]], 'ADD TO CART']","[[495, 307], [597, 307], [597, 323], [495,323], ""ADO CART""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://dessy.com/accessories/sateen-twill-swatch/#.XJDp3xNKiL8,"[[[257, 15], [515, 15], [515, 29], [257, 29]], 'OUR NEW YORK SHOwROOMIS OPEN']","[[257, 15] [515, 15] [515, 29] [257, 29], 'OURNNE YORK SHROROMIS']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://dessy.com/accessories/sateen-twill-swatch/#.XJDp3xNKiL8,"[[[349, 61], [423, 61], [423, 77], [349, 77]], 'NEW YORK']","[[349, 61], [423, 61], [423,77] [349,77], 'NEW YORK']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://dessy.com/accessories/sateen-twill-swatch/#.XJDp3xNKiL8,"[[[257, 75], [515, 75], [515, 133], [257, 133]], 'DLSSY GlOUI) EST 1939']","[[257,75], [515,75], [515,133] [257,133], 'DLSSY GOLOUI']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://dessy.com/accessories/sateen-twill-swatch/#.XJDp3xNKiL8,"[[[88, 150], [682, 150], [682, 180], [88, 180]], 'SATIN TWILL SWATCH IN SAGE COTTAGE ROSE $7']","[ [ [88, 150], [682, 150], [682, 180], [88, 180], ""SATlN TWlLL SWCH IN SAGE COTAGE $7'""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://dessy.com/accessories/sateen-twill-swatch/#.XJDp3xNKiL8,"[[[452, 195], [489, 195], [489, 215], [452, 215]], '(154)']","[[452,195], [489,195], [489,215], [452,215], 154.",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://dessy.com/accessories/sateen-twill-swatch/#.XJDp3xNKiL8,"[[[235, 231], [537, 231], [537, 249], [235, 249]], 'ALL LINES STYLE SW-STWL SATIN TWILL']","[[235, 231], [537, 231], [537,249], [235,249], 'ALL LUNS STYLE SW-STWL SATL']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://dessy.com/accessories/sateen-twill-swatch/#.XJDp3xNKiL8,"[[[388, 337], [463, 337], [463, 358], [388, 358]], 'Goln 구 COLORI PTCiIEar O-I']","[[388, 337], [463,37], [463,388], [388,388], ""Goln GustOR PTCIAR O-I""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://dessy.com/accessories/sateen-twill-swatch/#.XJDp3xNKiL8,"[[[212, 350], [350, 350], [350, 374], [212, 374]], 'DE{; Y ERUUP']","[[[212, 350], [350, 350], [374], [212,374], 'DELEN: Y ERUP']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://dessy.com/accessories/sateen-twill-swatch/#.XJDp3xNKiL8,"[[[387, 365], [454, 365], [454, 386], [387, 386]], 'SuTlN TwILL ti0r: PGF-TFR']","[[387, 365] [454, 365] [454,386] [387,386]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://dessy.com/accessories/sateen-twill-swatch/#.XJDp3xNKiL8,"[[[474, 378], [508, 378], [508, 386], [474, 386]], ""PJ' VHT가F""]","[[474,378], [508,378], [508,386], [474,386], ""PJ'VHT""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://knockaround.com/products/black-moonshine-premiums,"[[[25, 23], [119, 23], [119, 39], [25, 39]], 'About Store']","[[25, 23], [119, 23], [19, 39], [25, 39], 'About Star']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://knockaround.com/products/black-moonshine-premiums,"[[[515, 23], [609, 23], [609, 39], [515, 39]], 'Gmail Imnages']","[[""515, 23], [609,23], [609,39], [515, 39], 'Gmail Images']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://knockaround.com/products/black-moonshine-premiums,"[[[689, 21], [737, 21], [737, 39], [689, 39]], 'Sign in']","[[689, 21], [737, 21], [737, 39], [689,39], 'sign in']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://knockaround.com/products/black-moonshine-premiums,"[[[239, 48], [618, 48], [618, 237], [239, 237]], 'Google Sign in to Google Get the most from your Google account']","[[239, 48] [618, 48] [618, 237] [239, 237], ""Google Sign in to Google Get the most from your Google account""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://knockaround.com/products/black-moonshine-premiums,"[[[441, 275], [541, 275], [541, 293], [441, 293]], 'Stay signed out']","[[441,275], [541,275], [541,293], [441,293], 'standed out']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://knockaround.com/products/black-moonshine-premiums,"[[[617, 275], [665, 275], [665, 293], [617, 293]], 'Sign in']","[[617,275], [665,275], [665,293], [617,293], 'sign in']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://knockaround.com/products/black-moonshine-premiums,"[[[237, 353], [549, 353], [549, 371], [237, 371]], 'Applying Al towards science and the environment']","[[237,353], [549,353], [237,371], ""Providing Alwards history and the Environ""]",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
https://myfave.com/kuala-lumpur/chir-chir-malaysia-1-108-00-pavilion-elite-chir-chir-malaysia-rm100-cash-voucher-for-korean-fried-chicken-and-more-42766?referral=featured,"[[[47, 19], [117, 19], [117, 57], [47, 57]], 'fave']","[[47, 19], [117,19], [17,57], [47,57], 'ave']",1.0,"{'x': 0, 'y': 0, 'width': 0, 'height': 0}"
